Provincia,Municipio,Localidad,Código postal,Dirección,Margen,Longitud,Latitud,Toma de datos,Precio gasolina 95 E5,Precio gasolina 95 E10,Precio gasolina 95 E5 Premium,Precio gasolina 98 E5,Precio gasolina 98 E10,Precio gasóleo A,Precio gasóleo Premium,Precio gasóleo B,Precio gasóleo C,Precio bioetanol,Precio biodiésel,Precio gases licuados del petróleo,Precio gas natural comprimido,Precio gas natural licuado,Precio hidrógeno,Rótulo,Tipo venta,Rem.,Horario,Tipo servicio
ALBACETE,ABENGIBRE,ABENGIBRE,2250,"AVENIDA CASTILLA LA MANCHA, 26",D,-1.539167,39.211417,2025-04-30 19:24:00,1.399,,,,,1.329,,0.859,,,,,,,,NÂº 10.935,P,dm,L-D: 07:00-22:00,L-D: 07:00-22:00 (A)
ALBACETE,ALATOZ,ALATOZ,2152,"CR CM-332, 46,4",I,-1.346083,39.100389,2025-04-29 18:58:00,1.609,,,,,1.509,1.619,,,,,,,,,REPSOL,P,dm,L-D: 7:00-23:00,L-D: 7:00-23:00 (A)
ALBACETE,ALBACETE,ALBACETE,2001,"AVENIDA 1Âº DE MAYO, S/N",N,-1.8685,38.985667,2025-04-30 11:00:00,1.419,,,1.609,,1.369,1.409,,,,,,,,,CARREFOUR,P,dm,L-S: 08:00-22:00; D: 09:00-21:00,L-S: 08:00-22:00 (A); D: 09:00-21:00 (A)
ALBACETE,ALBACETE,ALBACETE,2001,"CALLE PRINCIPE DE ASTURIAS (POLÃGONO DE ROMICA), 5",I,-1.832,39.054694,2025-05-01 00:00:00,1.499,,,1.641,,1.439,1.529,,,,,,,,,BP ROMICA,P,OM,L-D: 06:00-22:00,L-D: 06:00-22:00 (P)
ALBACETE,ALBACETE,ALBACETE,2001,"CALLE FEDERICO GARCIA LORCA, 1",D,-1.849833,39.000861,2025-04-29 15:39:00,1.399,,,,,1.359,,,,,,,,,,PLENERGY,P,dm,L-D: 24H,L-D: 24H (D)
ALBACETE,ALBACETE,ALBACETE,2005,"CL PASEO DE LA CUBA, 15",D,-1.854556,38.999722,2025-05-01 14:00:00,1.499,,,1.609,,1.429,,,,,,0.959,,,,REPSOL,P,OM,L-D: 06:00-22:00,L-D: 06:00-22:00 (A)
ALBACETE,ALBACETE,ALBACETE,2005,"CALLE CONSTANTINO ROMERO, S/N",D,-1.884444,39.005528,2025-04-29 15:39:00,1.399,,,,,1.359,,,,,,,,,,PLENERGY,P,dm,L-D: 24H,L-D: 24H (D)
ALBACETE,ALBACETE,ALBACETE,2005,"AVENIDA ESCRITOR RODRIGO RUBIO, 3",D,-1.885361,39.006889,2025-04-30 16:32:00,1.399,,,,,1.359,1.459,,,,,0.828,,,,A&A,P,dm,L-S: 09:00-21:30,Sin datos
ALBACETE,ALBACETE,ALBACETE,2005,"AVENIDA MENÃNDEZ PIDAL, 58",N,-1.864917,39.003333,2025-04-30 10:10:00,1.509,,,1.629,,1.439,1.519,,,,,,,,,TAMOS,P,dm,L-D: 24H,L-D: 24H (A)
ALBACETE,ALBACETE,ALBACETE,2005,"PASEO CUBA (LA), 36",N,-1.859917,39.005083,2025-05-01 00:00:00,1.544,,,1.675,,1.467,1.577,,,,,0.994,,,,MOEVE,P,OM,L-D: 06:00-22:00,L-D: 06:00-22:00 (P)
ALBACETE,ALBACETE,ALBACETE,2002,"CALLE HERMANOS FALCÃ, 2",D,-1.849028,38.98925,2025-04-28 10:53:00,1.539,,,1.669,,1.479,1.579,,,,,,,,,CEPSA,P,dm,L-D: 06:30-22:30,Sin datos
ALBACETE,ALBACETE,ALBACETE,2006,"CALLE ALCALDE CONANGLA (C.C. EROSKI), S/N",N,-1.847361,38.988972,2025-04-28 10:58:00,1.399,,,1.559,,1.359,1.399,,,,,,,,,FAMILY ENERGY,P,dm,L-S: 07:00-23:00; D: 08:00-23:00,L-S: 07:00-23:00 (A); D: 08:00-23:00 (A)
ALBACETE,ALBACETE,ALBACETE,2006,"CALLE CTRA. DE JAEN, 79",I,-1.883694,38.988111,2025-04-28 10:45:00,1.529,,,1.659,,1.429,1.499,,,,,,,,,REPSOL,P,dm,L-D: 06:00-22:00,L-D: 06:00-22:00 (P)
ALBACETE,ALBACETE,ALBACETE,2006,"AVDA. DE LOS TOREROS, S/N",N,-1.869889,38.998222,2025-04-28 00:00:00,1.449,,,,,1.369,1.419,,,,,,,,,INPEALSA,P,dm,L-D: 07:00-23:00,L-D: 07:00-23:00 (P)
ALBACETE,ALBACETE,ALBACETE,2006,"CALLE ALMANSA, 2",I,-1.847083,38.984139,2025-04-23 13:35:00,1.519,,,1.678,,1.484,1.558,,,,,,,,,CEPSA,P,dm,L-D: 06:00-23:00,L-D: 06:00-23:00 (A)
ALBACETE,ALBACETE,ALBACETE,2006,CARRETERA JAEN KM. 2,D,-1.871722,38.994667,2025-04-28 07:55:00,1.509,,1.549,1.649,,1.439,1.519,,,,,,,,,REPSOL,P,dm,L-D: 24H,L-D: 24H (A)
ALBACETE,ALBACETE,ALBACETE,2006,"CR N-322, 337,8",I,-2.031861,38.925833,2025-04-28 08:14:00,1.539,,,1.689,,1.439,1.509,,,,,,,,,REPSOL,P,dm,L-D: 06:30-21:30,L-D: 06:30-21:30 (P)
ALBACETE,ALBACETE,ALBACETE,2006,"PG CAMPOLLANO-P. 2-CT, S.N.",D,-1.874972,39.012583,2025-05-01 00:00:00,1.489,,,1.609,,1.429,1.489,,,,,,,,,REPSOL,P,OM,L-V: 06:00-22:00; S: 07:30-15:30; D: 09:00-15:00,L-V: 06:00-22:00 (A); S: 07:30-15:30 (A); D: 09:00-15:00 (A)
ALBACETE,ALBACETE,ALBACETE,2006,"CR N-301, 244",I,-1.892972,39.027778,2025-05-01 14:00:00,1.499,,,1.619,,1.429,1.489,,,,,,,,,REPSOL,P,OM,L-D: 24H,L-D: 24H (A)
ALBACETE,ALBACETE,ALBACETE,2006,CARRETERA N-322 KM. 359,D,-1.845083,39.033139,2025-05-01 00:00:00,1.489,,,1.599,,1.419,1.489,,,,,,,,,REPSOL,P,OM,L-V: 07:00-21:00; S-D: 09:00-14:00,Sin datos
ALBACETE,ALBACETE,ALBACETE,2006,"AVDA. DE ESPAÃA (PRÃX. A C/ SAN JUAN), S/N",N,-1.853306,38.982167,2025-04-28 00:00:00,1.449,,,,,1.369,,,,,,,,,,INPEALSA,P,dm,L-D: 07:00-23:00,L-D: 07:00-23:00 (P)
ALBACETE,ALBACETE,ALBACETE,2006,"AVENIDA 1Âº DE MAYO, S/N",N,-1.866806,38.985194,2025-04-21 16:27:00,1.409,,,,,1.359,,,,,,,,,,PETROCAMP,P,dm,L-D: 07:00-23:00,L-D: 07:00-23:00 (A)
ALBACETE,ALBACETE,ALBACETE,2099,CARRETERA NACIONAL 301 KM. 256,D,-1.831639,38.929389,2025-04-28 00:00:00,1.449,,,,,1.359,,,,,,,,,,INPEALSA,P,dm,L-D: 24H,"L-S: 00:00-06:00 (D), 06:00-22:00 (P), 22:00-23:59 (D); D: 00:00-07:00 (D), 07:00-22:00 (P), 22:00-23:59 (D)"
ALBACETE,ALBACETE,ALBACETE,2004,CARRETERA N-322 KM. 349,D,-1.919778,38.970167,2025-04-28 08:35:00,1.539,,,1.609,,1.499,1.559,,,,,,,,,CEPSA,P,dm,L-D: 24H,L-D: 24H (A)
ALBACETE,ALBACETE,SANTA ANA,2328,"AVENIDA PRINCIPE, 2",D,-1.994028,38.900944,2025-05-01 00:00:00,1.459,,,1.569,,1.399,1.449,1.11,,,,,,,,REPSOL,P,OM,L-D: 08:00-16:00,L-D: 08:00-16:00 (A)
ALBACETE,ALBACETE,SALOBRAL (EL),2140,"CM. 3203 km 14,1",D,-1.9205,38.867556,2025-04-17 13:28:00,1.386,,,,,1.296,1.86,1.05,,,,,,,,LOZANO,P,dm,L-S: 07:00-14:00; D: 09:00-14:00,Sin datos
ALBACETE,ALBACETE,ALBACETE,2007,"AVENIDA POLIGONO CAMPOLLANO AVENIDA 0, 67",N,-1.886556,39.021583,2025-04-28 09:59:00,1.479,,,,,1.369,,,,,,,,,,VALERO 24H,P,dm,L-D: 24H,L-D: 24H (A)
ALBACETE,ALBACETE,ALBACETE,2007,"AVENIDA 3Âª ESQUINA C/ F NÂº3, 3",N,-1.885694,39.009417,2025-04-28 10:42:00,1.399,,,,,1.359,,,,,,,,,,FAST & GAS,P,dm,L-D: 24H,L-D: 24H (A)
ALBACETE,ALBACETE,ALBACETE,2007,"POLIGONO CAMPOLLANO AVENIDA -0-, 69",D,-1.879639,39.021972,2025-04-22 10:23:00,1.539,,,,,1.359,,,,,,,,,,ABOIL,P,dm,L-V: 07:00-21:00; S-D: 09:00-14:00,L-V: 07:00-21:00 (P); S-D: 09:00-14:00 (P)
ALBACETE,ALBACETE,ALBACETE,2007,"AVENIDA PRIMERA, S/N",D,-1.882056,39.022139,2025-04-30 15:52:00,1.379,,,,,1.269,,,,,,,,,,GMOIL,P,dm,L-D: 24H,L-D: 24H (A)
ALBACETE,ALBACETE,ALBACETE,2007,AUTOVIA A-31 KM. 69,I,-1.891361,39.031528,2025-05-01 14:00:00,1.509,,,1.659,,1.439,1.529,,,,,0.959,,,,REPSOL,P,OM,L-D: 06:00-22:00,L-D: 06:00-22:00 (A)
ALBACETE,ALBACETE,ALBACETE,2007,"MADRID-CARTAGENA km 248,5",D,-1.845278,38.971722,2025-05-01 00:00:00,1.499,,1.559,1.619,,1.429,1.499,,,,,,,,,"REPSOL. LOS ANGELES DE LA MANCHA, S.L.",P,OM,L-D: 06:00-22:00,L-D: 06:00-22:00 (A)
ALBACETE,ALBACETE,ALBACETE,2007,"MADRID-CARTAGENA km 248,5",I,-1.845306,38.971778,2025-05-01 00:00:00,1.499,,,1.619,,1.429,1.499,,,,,,,,,REPSOL NÂº ESTACIÃN 97179,P,OM,L-V: 06:00-22:00,L-V: 06:00-22:00 (A)
ALBACETE,ALBACETE,ALBACETE,2007,"POLIGONO CAMPOLLANO, 55",N,-1.871361,39.015444,2025-04-28 10:36:00,1.489,,,1.619,,1.419,1.469,,,,,,,,,CEPSA,P,dm,L-V: 05:30-23:00; S: 06:30-22:30; D: 07:30-21:00,Sin datos
ALBACETE,ALBACETE,ALBACETE,2007,"POLIGONO AVDA. 3Âª, ESQUINA C/AUTOVIA, 69",D,-1.874333,39.018,2025-04-18 10:30:00,1.449,,,1.609,,1.369,1.469,,,,,,,,,ENERCOM CARBURANTES,P,dm,L-D: 24H,L-D: 24H (A)
ALBACETE,ALBACETE,ALBACETE,2007,"CARRETERA C-M 332 KM. 2,6",D,-1.831611,38.998111,2025-04-28 01:24:00,1.539,,,1.679,,1.489,1.589,1.639,,,,,,,,"INLOCOR S.L. ""CEPSA""",P,dm,L-D: 06:00-23:30,L-D: 06:00-23:30 (A)
ALBACETE,ALBACETE,ALBACETE,2007,"POLIGONO CAMPOLLANO AVENIDA 1, 0",N,-1.893944,39.016389,2025-04-28 00:00:00,1.449,,,,,1.359,1.409,,,,,,,,,INPEALSA,P,dm,L-V: 06:00-22:00; S: 06:00-14:00,S: 06:00-14:00 (A)
ALBACETE,ALBACETE,ALBACETE,2007,"SECTOR PARCELA T-3 LOCAL52, 14",N,-1.878111,39.009639,2025-04-29 18:44:00,1.399,,,1.559,,1.359,1.399,,,,,,,,,ALCAMPO,P,dm,L-S: 06:00-23:00; D: 08:00-23:00,L-S: 06:00-23:00 (A); D: 08:00-23:00 (A)
ALBACETE,ALBACETE,ALBACETE,2007,"CALLE AUTOVIA, SN",N,-1.888333,39.029167,2025-04-29 18:52:00,1.449,,,,,1.359,,,,,,,,,,LA GAVIOTA GASOLINERA 24 HORA,P,dm,L-D: 24H,"L-V: 00:00-08:30 (D), 08:30-19:00 (A), 19:00-23:59 (D); S-D: 24H (D)"
ALBACETE,ALBACETE,ALBACETE,2080,"POLIGONO NÂº 71, PARCELA 678, PARAJE HONDO DE LA MORENA S/N, S/N",D,-1.823639,38.969361,2025-04-28 10:52:00,1.539,,,1.669,,1.479,1.579,,,,,,,,,CEPSA,P,dm,L-D: 06:30-22:30,Sin datos
ALBACETE,ALBACETE,ALBACETE,2080,"CARRETERA DE LAS PEÃAS KM 0+238 KM. 0,238",I,-1.873194,38.970778,2025-04-29 14:17:00,1.459,,,,,1.389,,,,,,,,,,AREA LOS LLANOS,P,dm,L-D: 07:00-22:00,L-D: 07:00-22:00 (A)
ALBACETE,ALBACETE,ALBACETE,2080,"AUTOVIA A-30 KM. 239,4",I,-1.933056,39.060528,2025-05-01 00:00:00,1.495,,,,,1.454,1.564,,,,,,,,,MOEVE,P,OM,L-D: 24H,L-D: 24H (A)
ALBACETE,ALBACETE,ALBACETE,2080,"AUTOVIA A-30 KM. 239,4",D,-1.93325,39.059806,2025-05-01 00:00:00,1.495,,,1.645,,1.434,1.544,,,,,,,,,MOEVE,P,OM,L-D: 07:00-23:00,Sin datos
ALBACETE,ALCADOZO,ALCADOZO,2124,"CM-3203 km 41,9",I,-1.978917,38.646833,2025-04-28 10:28:00,1.589,,,,,1.549,1.689,1.289,,,,,,,,CEPSA,P,dm,L-D: 07:00-21:30,L-D: 07:00-21:30 (A)
ALBACETE,ALCALÃ DEL JÃCAR,ALCALA DEL JUCAR,2210,"CARRETERA CM-3201 47,1 KM. 47,1",D,-1.433222,39.203167,2025-04-28 09:49:00,1.439,,,,,1.369,,,,,,,,,,EL JUCAR,P,dm,L-D: 08:00-20:00,Sin datos
ALBACETE,ALCARAZ,ALCARAZ,2300,"CR N-322 276,5",D,-2.492222,38.673111,2025-04-30 12:11:00,1.529,,,1.729,,1.429,1.499,,,,,,,,,REPSOL,P,dm,L-D: 07:00-22:00,L-D: 07:00-22:00 (A)
ALBACETE,ALCARAZ,JARDIN (EL),2330,CARRETERA 322 KM. 302,I,-2.327639,38.808528,2025-05-01 00:00:00,1.459,,1.509,,,1.399,1.449,,,,,,,,,REPSOL,P,OM,L-V: 07:00-17:00,L-V: 07:00-17:00 (A)
ALBACETE,ALMANSA,ALMANSA,2640,AUTOVIA A-31 KM. 140,D,-1.17575,38.875028,2025-04-30 15:00:00,1.544,,,1.684,,1.484,1.564,,,,,,,,,SHELL,P,OM,L-D: 07:00-23:00,L-D: 07:00-23:00 (A)
ALBACETE,ALMANSA,ALMANSA,2640,"AVENIDA CIRCUNVALACION, 26",N,-1.08475,38.859944,2025-04-30 10:13:00,1.519,,,,,1.454,1.558,,,,,,,,,CEPSA,P,dm,L-D: 06:00-22:00,L-D: 06:00-22:00 (A)
ALBACETE,ALMANSA,ALMANSA,2640,"AUTOVIA A-31 KM. 143,350",I,-1.143722,38.878278,2025-04-30 10:17:00,1.534,,,1.584,,1.484,1.594,,,,,,,,,CEPSA,P,dm,L-D: 06:00-22:00,L-D: 06:00-22:00 (A)
ALBACETE,ALMANSA,ALMANSA,2640,"AVENIDA INFANTE DON JUAN MANUEL, 8",D,-1.102944,38.874556,2025-04-30 09:49:00,1.289,,,,,1.249,,,,,,,,,,QUALITY ALMANSA,P,dm,L-D: 24H,Sin datos
ALBACETE,ALMANSA,ALMANSA,2640,"AVENIDA CIRCUNVALACION, 9",N,-1.098889,38.879167,2025-05-01 10:44:00,1.269,,1.279,,,1.227,1.237,,,,,,,,,BALLENOIL,P,OM,L-D: 24H,L-D: 24H (D)
ALBACETE,ALMANSA,ALMANSA,2640,CARRETERA N-430 BADAJOZ A VALENCIA KM. 594,D,-1.027694,38.850278,2025-04-28 02:01:00,1.359,,,,,1.299,,1.029,,,,,,,,GASOLINERA LOW COST PENADES,P,dm,L-D: 24H,L-D: 24H (P)
ALBACETE,ALMANSA,ALMANSA,2640,"AVENIDA AYORA CON AVENIDA ADOLFO SUAREZ, S/N",D,-1.100028,38.878667,2025-04-29 15:39:00,1.269,,,,,1.227,,,,,,,,,,PLENERGY,P,dm,L-D: 24H,L-D: 24H (D)
ALBACETE,ALPERA,ALPERA,2690,"BONETE, S/NÂº",N,-1.236552,38.958875,2025-04-28 09:46:00,1.357,,,,,1.265,,0.941,,,,,,,,COOPERATIVA SANTA CRUZ DE ALPERA,P,dm,L-D: 24H,L-D: 24H (A)
ALBACETE,BALAZOTE,BALAZOTE,2320,"N-322 km 326,2",D,-2.150639,38.878028,2025-04-28 10:27:00,1.529,,,,,1.439,,1.19,,,,,,,,E.S. BALAZOTE S.L.,P,dm,L-D: 07:00-23:00,L-D: 07:00-23:00 (A)
ALBACETE,BARRAX,BARRAX,2639,"CALLE ALBACETE, 57",I,-2.195139,39.043139,2025-04-28 10:25:00,1.529,,,,,1.439,,1.19,,,,,,,,E.S. BARRAX S.L.,P,dm,L-D: 06:00-23:00,L-D: 06:00-23:00 (A)
ALBACETE,BIENSERVIDA,BIENSERVIDA,2360,CARRETERA BIENSERVIDA KM. 10,N,-2.617667,38.516417,2025-04-29 12:06:00,1.364,,,,,1.364,,,,,,,,,,GASOLINERA ETENOIL,P,dm,L-D: 07:00-22:00,L-D: 07:00-22:00 (A)
ALBACETE,BONETE,BONETE,2691,AUTOVIA A-31 KM. 126,D,-1.3315,38.875861,2025-05-01 00:00:00,1.509,,,1.649,,1.419,1.499,,,,,,,,,REPSOL,P,OM,L-D: 06:00-22:00,L-D: 06:00-22:00 (A)
ALBACETE,BONETE,BONETE,2691,"CR N-430, 566,3",I,-1.331611,38.876111,2025-05-01 00:00:00,1.509,,,1.649,,1.419,1.499,,,,,,,,,REPSOL,P,OM,L-D: 06:00-22:00,L-D: 06:00-22:00 (A)
ALBACETE,BONILLO (EL),BONILLO (EL),2610,"CALLE CARRETERA MUNERA, 2",D,-2.535056,38.953361,2025-05-01 00:00:00,1.459,,,1.569,,1.399,1.479,1.11,,,,,,,,REPSOL,P,OM,S-D: 07:00-15:00,S-D: 07:00-15:00 (A)
ALBACETE,CASAS DE JUAN NÃÃEZ,CASAS DE JUAN NUÃEZ,2151,"AVDA. ALBACETE, 33",D,-1.560857,39.100792,2025-05-01 08:56:00,1.459,,,,,1.309,,0.9,,,,,,,,GASOLINERAS DEL REY,P,dm,L-D: 07:00-23:00,L-D: 07:00-23:00 (A)
ALBACETE,CASAS-IBÃÃEZ,CASAS-IBAÃEZ,2200,CARRETERA ALBACETE KM. 94,I,-1.477806,39.283944,2025-04-30 13:18:00,1.529,,,1.659,,1.439,1.499,1.179,,,,,,,,CEPSA,P,dm,L-D: 07:00-21:00,L-D: 07:00-21:00 (A)
ALBACETE,CAUDETE,CAUDETE,2660,"AUTOVIA A-31 KM. 167,50",I,-0.955833,38.756417,2025-05-01 00:00:00,1.509,,,1.649,,1.419,1.499,1.11,,,,,,,,REPSOL,P,OM,L-D: 06:00-23:00,L-D: 06:00-23:00 (A)
ALBACETE,CAUDETE,CAUDETE,2660,"CR N-344 DIRC.VALENCIA, KM.  118.3",N,-0.943,38.727472,2025-04-29 09:22:00,1.569,,,1.779,,1.439,1.529,,,,,,,,,BP PARGA I PETROL BAS BEL,P,dm,L-D: 06:00-22:00,L-D: 06:00-22:00 (A)
ALBACETE,CAUDETE,CAUDETE,2660,"AVENIDA VALENCIA DE, 16",N,-0.982111,38.708944,2025-05-01 10:12:00,1.589,,,1.739,,1.489,1.579,,,,,,,,,GALP,P,dm,L-D: 06:00-22:00,Sin datos
ALBACETE,CAUDETE,CAUDETE,2660,CARRETERA D-12 ESTACION KM. 32,D,-0.971639,38.711694,2025-04-28 10:36:00,1.499,,,,,1.369,,1.049,,,,,,,,VILA Y FAYOS,P,dm,L-D: 24H,L-D: 24H (A)
ALBACETE,CENIZATE,CENIZATE,2247,"CALLE VIRGEN DE LAS NIEVES, 17",D,-1.664167,39.301,2025-04-30 18:48:00,1.363,,,,,1.308,,0.878,,,,,,,,VIRGEN DE LAS NIEVES,P,dm,L-D: 24H,L-D: 24H (A)
ALBACETE,CHINCHILLA DE MONTE-ARAGÃN,CHINCHILLA DE MONTE-ARAGO,2520,AUTOVIA A-31 KM. 86,D,-1.758,38.937583,2025-05-01 00:00:00,1.489,,,1.639,,1.419,1.509,,,,,0.959,,,,REPSOL,P,OM,L-D: 06:00-22:00,Sin datos
ALBACETE,CHINCHILLA DE MONTE-ARAGÃN,CHINCHILLA DE MONTE-ARAGO,2520,AUTOVIA A-31 KM. 86,I,-1.757611,38.938611,2025-05-01 00:00:00,1.489,,,,,1.419,1.509,,,,,,,,,REPSOL,P,OM,L-D: 06:00-22:00,Sin datos
ALBACETE,CHINCHILLA DE MONTE-ARAGÃN,CHINCHILLA DE MONTE-ARAGO,2520,"Ctra. AB-430 KM 530,3",I,-1.726278,38.915972,2025-05-01 00:00:00,1.479,,,1.589,,1.429,1.479,,,,,,,,,REPSOL,P,OM,L: 06:00-22:00,L: 06:00-22:00 (A)
ALBACETE,CHINCHILLA DE MONTE-ARAGÃN,POZO BUENO,2510,CL AVENIDA GENERALISIMO 107 (N-301 km 276),I,-1.731861,38.803389,2025-05-01 00:00:00,1.499,,1.559,,,1.449,,,,,,,,,,REPSOL,P,OM,L-D: 06:00-22:00,L-D: 06:00-22:00 (A)
ALBACETE,CHINCHILLA DE MONTE-ARAGÃN,VILLAR DE CHINCHILLA,2695,AUTOVIA A31 KM. 111,N,-1.502806,38.898306,2025-04-28 06:00:00,1.559,,,1.699,,1.479,1.579,,,,,,,,,CEPSA,P,dm,L-V: 06:00-22:00; S-D: 07:00-22:00,Sin datos
ALBACETE,ELCHE DE LA SIERRA,ELCHE DE LA SIERRA,2430,"CL BOLEA, 36 (CM-412 km 235,65)",D,-2.044778,38.451306,2025-05-01 00:00:00,1.509,,,1.639,,1.439,,1.11,,,,,,,,CAMPSA,P,OM,L: 06:00-22:00,L: 06:00-22:00 (A)
ALBACETE,ELCHE DE LA SIERRA,ELCHE DE LA SIERRA,2430,"POLIGONO EL CAMPILLO A, 2",D,-2.017917,38.460694,2025-04-28 09:07:00,1.44,,,,,1.379,,,,,,,,,,DLP,P,dm,L-V: 08:00-21:00; S: 08:00-14:00,L-V: 08:00-21:00 (P); S: 08:00-14:00 (P)
ALBACETE,FUENTE-ÃLAMO,FUENTE-ALAMO,2651,"AVDA. DOCTOR PEREZ GIL, 25",N,-1.433306,38.689833,2025-04-29 16:02:00,1.659,,,1.82,,1.499,,1.099,,,,,,,,NÂº 7374,P,dm,L: 07:00-21:00,Sin datos
ALBACETE,FUENTEALBILLA,FUENTEALBILLA,2260,N-322 (CORDOBA-VALENCIA) km 399,I,-1.548639,39.269972,2025-04-28 11:09:00,1.419,,,,,1.329,,0.969,,,,,,,,ES SAN ANTONIOABAD. FUENTEALBILLA,P,dm,L-D: 07:00-20:00,L-D: 07:00-20:00 (A)
ALBACETE,GINETA (LA),GINETA (LA),2110,"CR A-31, 235",I,-1.963944,39.086278,2025-05-01 14:00:00,1.509,,1.569,1.659,,1.439,,,,,,,,,,REPSOL,P,OM,L-D: 06:00-22:00,L-D: 06:00-22:00 (A)
ALBACETE,GINETA (LA),GINETA (LA),2110,"CR N-301, 231,8",D,-1.990194,39.107667,2025-05-01 00:00:00,1.489,,,1.599,,1.419,1.479,,,,,,,,,REPSOL,P,OM,L-D: 07:00-21:00,L-D: 07:00-21:00 (A)
ALBACETE,GOLOSALVO,GOLOSALVO,2253,CARRETERA NACIONAL 322 KM. 390,D,-1.635111,39.238111,2025-04-30 10:11:00,1.514,,,1.668,,1.444,1.535,,,,,,,,,CEPSA,P,dm,L: 06:00-22:00,L: 06:00-22:00 (A)
ALBACETE,HELLÃN,HELLIN,2400,CARRETERA TORREUCHEA KM. 1,D,-1.636389,38.495972,2025-04-29 20:31:00,1.669,,,1.759,,1.599,1.699,,,,,1.029,,,,HELLIN GAS S.L.,P,dm,L-D: 24H,L-D: 24H (A)
ALBACETE,HELLÃN,HELLIN,2400,"AUTOVIA A-30 KM. 322,5",D,-1.596722,38.46425,2025-04-28 10:46:00,1.549,,,1.679,,1.459,1.529,,,,,,,,,GALP,P,dm,L-D: 06:00-22:00,Sin datos
ALBACETE,HELLÃN,HELLIN,2400,"MELCHOR  DE MACANAZ, 66",N,-1.696972,38.511222,2025-04-28 11:48:00,1.499,,,1.609,,1.429,1.529,,,,,,,,,BP,P,dm,L: 06:00-23:00,L: 06:00-23:00 (A)
ALBACETE,HELLÃN,HELLIN,2400,CARRETERA N 301-A KM. S/N,D,-1.677694,38.502528,2025-04-27 13:00:00,1.399,,,,,1.349,,,,,,,,,,MULTSER-OIL,P,dm,L-D: 24H,L-D: 24H (A)
ALBACETE,HELLÃN,HELLIN,2400,"AVENIDA LIBERTAD, 111",D,-1.700417,38.517306,2025-04-30 10:40:00,1.399,,,,,1.329,,,,,,,,,,PLENERGY,P,dm,L-D: 24H,L-D: 24H (A)
ALBACETE,HELLÃN,HELLIN,2400,CARRETERA CM 412 KM. 273,D,-1.694889,38.532389,2025-05-01 12:45:00,1.389,,,,,1.319,,,,,,,,,,PETROGAS,P,dm,L-D: 06:30-22:00,L-D: 06:30-22:00 (A)
ALBACETE,HELLÃN,HELLIN,2400,"CARRETERA A-30 KM. 328,2",I,-1.571667,38.417306,2025-05-01 08:33:00,1.504,,,1.604,,1.424,1.534,,,,,,,,,CEPSA,P,dm,L-D: 06:00-22:00,L-D: 06:00-22:00 (A)
ALBACETE,HELLÃN,HELLIN,2400,CARRETERA MURCIA KM. 33,I,-1.687833,38.506806,2025-05-01 00:00:00,1.469,,,1.579,,1.409,,,,,,,,,,PETRONOR,P,OM,L-D: 06:00-23:00,L: 06:00-23:00 (A)
ALBACETE,HELLÃN,HELLIN,2400,CARRETERA JAEN KM. 47,D,-1.714556,38.502889,2025-05-01 00:00:00,1.459,,,1.569,,1.409,,,,,,,,,,REPSOL,P,OM,L-D: 08:00-21:00,L-D: 08:00-21:00 (A)
ALBACETE,HELLÃN,HELLIN,2400,CARRETERA N-301 KM. 316,I,-1.703056,38.524444,2025-04-17 00:00:00,1.509,,,1.629,,1.459,,,,,,,,,,REPSOL,P,OM,L-D: 06:00-23:00,L-D: 06:00-23:00 (A)
ALBACETE,HELLÃN,ISSO,2420,CARRETERA DE HELLIN KM. 104,D,-1.741111,38.491861,2025-05-01 00:00:00,1.469,,,1.579,,1.399,,1.134,,,,,,,,REPSOL,P,OM,L-D: 06:00-23:00,L-D: 06:00-23:00 (A)
ALBACETE,HIGUERUELA,HIGUERUELA,2694,"BALTASAR GONZALEZ SAEZ, 34 - 36",D,-1.444083,38.960944,2025-04-29 18:30:00,1.397,,,,,1.297,,0.926,,,,,,,,NO,R,dm,L-D: 24H,L-D: 24H (D)
ALBACETE,HOYA-GONZALO,HOYA-GONZALO,2696,"AUTOVIA A-31 KM. 103,150",D,-1.583389,38.921833,2025-04-30 07:57:00,1.499,,,1.659,,1.429,1.499,,,,,,,,,REPSOL,P,dm,L-D: 07:00-23:00,L-D: 07:00-23:00 (A)
ALBACETE,LETUR,LETUR,2434,"CARRETERA A 45 KM. 39,8",D,-2.111056,38.356556,2025-04-29 19:43:00,1.507,,,,,1.417,,1.145,,,,,,,,E.S. LETUR,P,dm,L-D: 07:30-21:30,Sin datos
ALBACETE,LEZUZA,LEZUZA,2160,"PASEO LIBERTAD, 62",D,-2.354861,38.948472,2025-04-28 10:57:00,1.559,,,,,1.489,,,,,,,,,,E.S. VIRGEN DE LA CRUZ,P,dm,L-D: 7:00-20:30,L-D: 7:00-20:30 (A)
ALBACETE,MADRIGUERAS,MADRIGUERAS,2230,CARRETERA C-3222 KM. 9,D,-1.800611,39.226611,2025-04-28 10:25:00,1.449,,,,,1.359,,,,,,,,,,Q8,P,dm,L-S: 07:00-15:00,L-S: 07:00-15:00 (A)
ALBACETE,MADRIGUERAS,MADRIGUERAS,2230,"AVENIDA LEVANTE, 15",I,-1.799472,39.233056,2025-05-01 00:00:00,1.469,,,,,1.399,1.449,1.114,,,,,,,,REPSOL,P,OM,L-D: 06:00-22:00,L-D: 06:00-22:00 (A)
