Provincia,Municipio,Localidad,Código postal,Dirección,Margen,Longitud,Latitud,Toma de datos,Precio gasolina 95 E5,Precio gasolina 95 E10,Precio gasolina 95 E5 Premium,Precio gasolina 98 E5,Precio gasolina 98 E10,Precio gasóleo A,Precio gasóleo Premium,Precio gasóleo B,Precio gasóleo C,Precio bioetanol,Precio biodiésel,Precio gases licuados del petróleo,Precio gas natural comprimido,Precio gas natural licuado,Precio hidrógeno,Rótulo,Tipo venta,Rem.,Horario,Tipo servicio
BARCELONA,HOSPITALET DE LLOBREGAT (L'),HOSPITALET DE LLOBREGAT (L'),8902,"CALLE JUAN RAMON JIMENEZ, 20",N,2.117833,41.361417,2025-04-30 17:35:00,1.359,,,1.509,,1.319,1.539,,,,1.299,,,,,TAMOIL,P,OM,L-D: 24H,"L-V: 00:00-07:00 (D), 07:00-19:00 (P), 19:00-23:59 (D); S-D: 24H (D)"
BARCELONA,HOSPITALET DE LLOBREGAT (L'),HOSPITALET DE LLOBREGAT (L'),8902,"CALLE GRAN VIA, 12",N,2.130306,41.361639,2025-05-01 00:00:00,1.465,,,1.575,,1.359,1.409,,,,,,,,,PETROCAT DIRECTE,P,OM,L-D: 00:00-23:59,Sin datos
BARCELONA,HOSPITALET DE LLOBREGAT (L'),HOSPITALET DE LLOBREGAT (L'),8908,"CALLE BOTANICA, 74",D,2.128778,41.350917,2025-04-30 11:03:00,1.629,,,1.779,,1.479,1.579,,,,,,,,,CEPSA,P,dm,L-V: 06:30-15:00,L-S: 06:30-22:00 (A)
BARCELONA,HOSPITALET DE LLOBREGAT (L'),HOSPITALET DE LLOBREGAT (L'),8908,"CALLE BOTANICA, 21",N,2.133889,41.352417,2025-04-23 11:30:00,1.629,,,1.779,,1.469,1.569,,,,,,,,,BP,P,dm,L-V: 06:00-21:00; S: 08:00-13:00,L-V: 06:00-21:00 (A); S: 08:00-13:00 (A)
BARCELONA,HOSPITALET DE LLOBREGAT (L'),HOSPITALET DE LLOBREGAT (L'),8908,"CALLE CIENCIES, SN",D,2.126556,41.355722,2025-05-01 00:00:00,1.609,,,1.759,,1.439,,,,,,0.989,,,,REPSOL,P,OM,L-D: 24H,L-D: 24H (A)
BARCELONA,HOSPITALET DE LLOBREGAT (L'),HOSPITALET DE LLOBREGAT (L'),8908,"AVINGUDA JOAN CARLES I, 16",D,2.133917,41.348361,2025-04-29 22:02:00,1.399,,,,,1.299,,,,,,0.867,,,,ECOBENZ,P,dm,L-D: 24H,L-D: 24H (A)
BARCELONA,HOSPITALET DE LLOBREGAT (L'),HOSPITALET DE LLOBREGAT (L'),8908,"CALLE MONTSERRAT ROIG NÂº 25-29, 25,29",D,2.126139,41.350722,2025-04-28 11:42:00,1.279,,,,,1.189,,,,,,,,,,GM OIL HOSPITALET DE LLOBREGAT,P,dm,L: 24H,L: 24H (D)
BARCELONA,HOSPITALET DE LLOBREGAT (L'),HOSPITALET DE LLOBREGAT (L'),8905,"CALLE RENCLUSA, 36",N,2.106722,41.369806,2025-04-28 06:30:00,1.329,,,,,1.239,1.269,,,,,,,,,AUTONETOIL,P,dm,L-D: 24H,L-D: 24H (A)
BARCELONA,HOSPITALET DE LLOBREGAT (L'),HOSPITALET DE LLOBREGAT (L'),8246,"AUTOVIA CASTELLDEFELS KM. 2,7",I,2.109528,41.345833,2025-05-01 11:05:00,1.539,,,1.659,,1.369,1.419,,,,,,,,,GALP,P,OM,L-D: 24H,"L-D: 00:00-06:00 (D), 06:00-22:00 (A), 22:00-23:59 (D)"
BARCELONA,HOSPITALET DE LLOBREGAT (L'),HOSPITALET DE LLOBREGAT (L'),8246,"AUTOVIA CASTELLDEFELS KM. 2,7",D,2.11175,41.346472,2025-05-01 14:30:00,1.324,,,,,1.244,,,,,,,,,,GALP,P,OM,L-D: 24H,L-D: 24H (D)
BARCELONA,HOSPITALET DE LLOBREGAT (L'),HOSPITALET DE LLOBREGAT (L'),8246,"CALLE MIGUEL HERNANDEZ, 116",D,2.120944,41.351139,2025-05-01 10:44:00,1.429,,,,,1.319,,,,,,,,,,BALLENOIL,P,OM,L-D: 24H,L-D: 24H (D)
BARCELONA,HOSPITALET DE LLOBREGAT (L'),HOSPITALET DE LLOBREGAT (L'),8246,"CALLE CALLE COBALT, 190",D,2.098556,41.354389,2025-04-30 00:00:00,1.349,,,,,1.249,,,,,,,,,,PETRO G24,P,dm,L-D: 24H,"L-V: 00:00-09:00 (D), 09:00-14:00 (A), 14:00-23:59 (D); S-D: 24H (D)"
BARCELONA,IGUALADA,IGUALADA,8700,"AVENIDA MESTRE MUNTAMER, 56",D,1.620222,41.5875,2025-04-28 09:58:00,1.569,,,1.698,,1.438,1.539,,,,,,,,,REPSOL,P,dm,L-D: 24H,L-D: 24H (A)
BARCELONA,IGUALADA,IGUALADA,8700,"AVENIDA EUROPA, 26",D,1.632,41.595833,2025-04-28 12:33:00,1.559,,,1.709,,1.429,1.528,,,,,0.998,,,,REPSOL,P,dm,L-D: 07:00-22:00,L-D: 07:00-22:00 (A)
BARCELONA,IGUALADA,IGUALADA,8700,"AVENIDA AVINGUDA MESTRE MUNTANER CANTONADA CARRER LLEIDA, S/N",D,1.627194,41.58475,2025-04-29 17:15:00,1.329,,,,,1.229,1.279,,,,,,,,,ESCLATOIL,P,dm,L-D: 24H,L-D: 24H (A)
BARCELONA,IGUALADA,IGUALADA,8700,"CALLE ALEMANYA, 30",N,1.628611,41.58675,2025-04-29 18:44:00,1.489,,,,,1.399,1.439,,,,,,,,,MEROIL (FER PREU JUST),P,dm,L-D: 24H,L-D: 24H (A)
BARCELONA,IGUALADA,IGUALADA,8700,"CALLE GUIMARAES, S/N",N,1.622333,41.589056,2025-04-29 12:00:00,1.315,,,,,1.239,1.269,,,1.862,,,,,,PETROMIRALLES,P,dm,L-D: 24H,L-D: 24H (A)
BARCELONA,IGUALADA,IGUALADA,8700,"CALLE EL REC CANTONADA JOAN MERCADER, S/N",N,1.61375,41.576,2025-04-29 12:00:00,1.315,,,1.536,,1.225,1.255,,,,,0.979,,,,PETROMIRALLES,P,dm,L-D: 24H,L-D: 24H (A)
BARCELONA,IGUALADA,IGUALADA,8700,"AVINGUDA MESTRE MUNTANER,",D,1.61125,41.590778,2025-04-30 11:52:00,1.558,,,1.686,,1.426,1.528,,,,,,,,,"MEROIL, S.L.",P,dm,L-D: 06:00-23:00,L-D: 06:00-23:00 (A)
BARCELONA,IGUALADA,IGUALADA,8700,"AVINGUDA ANGEL GUIMERA, 15",D,1.608444,41.580972,2025-05-01 00:00:00,1.519,,,1.629,,1.379,1.429,,,,,,,,,PETRONOR,P,OM,L-D: 08:00-22:00,L-D: 08:00-22:00 (A)
BARCELONA,IGUALADA,IGUALADA,8700,"AVINGUDA MONTSERRAT, 2",D,1.629278,41.576472,2025-05-01 00:00:00,1.519,,1.569,1.629,,1.379,1.429,,,,,,,,,REPSOL,P,OM,L-D: 06:00-22:00,L-D: 06:00-22:00 (A)
BARCELONA,IGUALADA,IGUALADA,8700,"CALLE ALEMANYA, 3",D,1.622417,41.591361,2025-04-29 18:39:00,1.307,,,,,1.207,,,,,,,,,,FER PREU JUST,P,dm,L-D: 24H,L-D: 24H (A)
BARCELONA,IGUALADA,IGUALADA,8700,"AVENIDA PAISES CATALANES, S/N",N,1.616917,41.590056,2025-04-30 11:02:00,1.349,,,,,1.259,,,,,,,,,,CARREFOUR,P,dm,L-D: 24H,L-D: 24H (A)
BARCELONA,IGUALADA,IGUALADA,8700,"CALLE PRAT DE LA RIBA, S/N",I,1.608361,41.580611,2025-04-25 10:07:00,1.289,,,,,1.199,,,,,,,,,,BY ENERGY,P,dm,L-D: 24H,L-D: 24H (D)
BARCELONA,JORBA,JORBA,8719,AUTOVIA A-2 KM 543    MARGEN DERECHO KM.,D,1.509722,41.618806,2025-04-28 13:30:00,1.615,,,1.745,,1.465,1.638,,,,,,,,,REPSOL,P,dm,L-D: 06:00-22:00,L-D: 06:00-22:00 (A)
BARCELONA,JORBA,JORBA,8719,AUTOVIA A-2 KM. 543,I,1.509833,41.619444,2025-04-28 13:34:00,1.615,,,1.745,,1.465,1.638,,,,,,,,,REPSOL,P,dm,L-D: 24H,L-D: 24H (A)
BARCELONA,JORBA,JORBA,8519,AUTOVIA AUTOVIA A-2 KM. 545,I,1.54075,41.602306,2025-04-29 15:00:00,1.266,,,1.358,,1.176,,,,,,,,,,BONAREA,P,dm,L-D: 24H,L-D: 24H (A)
BARCELONA,LLIÃÃ D'AMUNT,LLIÃA D'AMUNT,8186,"AVENIDA PAÃSOS CATALANS, 17",D,2.243639,41.605833,2025-04-29 17:15:00,1.349,,,,,1.249,1.299,,,,,,,,,ESCLATOIL,P,dm,L-D: 24H,L-D: 24H (A)
BARCELONA,LLIÃÃ D'AMUNT,LLIÃA D'AMUNT,8186,"AUTOVIA C-17 KM 20,5 KM. 20,5",I,2.263333,41.608417,2025-04-29 18:37:00,1.565,,1.625,,,1.489,1.569,,,,,,,,,CEPSA,P,dm,L-S: 06:00-21:00,L-S: 06:00-21:00 (A)
BARCELONA,LLIÃÃ D'AMUNT,LLIÃA D'AMUNT,8186,"BV-1432 km 2,3",I,2.252639,41.609778,2025-04-29 09:58:00,1.488,,,1.697,,1.347,,,,,,,,,,GASUIR,P,dm,L-D: 05:00-23:00,L-D: 05:00-23:00 (A)
BARCELONA,LLIÃÃ D'AMUNT,LLIÃA D'AMUNT,8186,CARRETERA BV 1432 KM. 2300,D,2.252639,41.609361,2025-04-29 10:00:00,1.488,,,1.697,,1.347,,,,,,,,,,GASUIR,P,dm,L-D: 05:00-23:00,L-D: 05:00-23:00 (A)
BARCELONA,LLIÃÃ D'AMUNT,LLIÃA D'AMUNT,8186,"CARRETERA BV1435 KM. 8,7",D,2.235111,41.626333,2025-04-29 10:02:00,1.488,,,,,1.347,,,,,,,,,,GASUIR,P,dm,L-D: 24H,L-D: 24H (D)
BARCELONA,LLIÃÃ DE VALL,LLIÃA DE VALL,8185,CARRETERA AVDA. DEL VALLES KM. 10,I,2.222583,41.576194,2025-05-01 00:00:00,1.569,,,1.719,,1.419,,,,,,,,,,REPSOL,P,OM,L-D: 06:00-22:00,L-D: 06:00-22:00 (A)
BARCELONA,LLIÃÃ DE VALL,LLIÃA DE VALL,8185,"AVINGUDA PUIGCERDÃ, 8",D,2.255972,41.583806,2025-04-28 08:48:00,1.379,,,,,1.259,,,,,,,,,,EASYGAS,P,dm,L-D: 24H,"L-D: 00:00-06:00 (A), 06:00-22:00 (P), 22:00-23:59 (A)"
BARCELONA,LLIÃÃ DE VALL,LLIÃA DE VALL,8185,"CALLE CAN NADAL, 4",D,2.247944,41.589222,2025-04-29 22:00:00,1.528,,,1.644,,1.439,1.499,,,,,,,,,REPSOL,P,dm,L-D: 24H,L-D: 24H (A)
BARCELONA,LLIÃÃ DE VALL,LLIÃA DE VALL,8185,"AVENIDA DEL VALLES, 8",D,2.211,41.5735,2025-04-23 13:29:00,1.34,,,,,1.254,1.325,,,,,,,,,VILACARBURANTS,P,dm,L-D: 24H,L-D: 24H (A)
BARCELONA,LLINARS DEL VALLÃS,LLINARS DEL VALLES,8450,AUTOPISTA AP 7 KM. 117,I,2.425611,41.647972,2025-05-01 14:11:00,1.599,,,1.739,,1.499,1.589,,,,,,,,,GALP,P,OM,L-D: 24H,"L-D: 00:00-06:00 (D), 06:00-22:00 (A), 22:00-23:59 (D)"
BARCELONA,LLINARS DEL VALLÃS,LLINARS DEL VALLES,8450,AUTOPISTA AP-7 KM. 117,D,2.425667,41.646806,2025-05-01 14:11:00,1.599,,,1.729,,1.499,1.589,,,,,,,,,GALP,P,OM,L-D: 24H,"L-D: 00:00-06:00 (D), 06:00-22:00 (A), 22:00-23:59 (D)"
BARCELONA,LLINARS DEL VALLÃS,LLINARS DEL VALLES,8450,"AVINGUDA MAS BAGA, 1",N,2.404694,41.640194,2025-04-28 09:16:00,1.549,,,1.689,,1.409,1.469,,,,,,,,,ESTACIO SERVEI LLINARS,P,dm,L-D: 24H,L-D: 24H (A)
BARCELONA,MALGRAT DE MAR,MALGRAT DE MAR,8380,"AVINGUDA FRANCESC SANLLEHI I BOSCH, 11",N,2.742611,41.655889,2025-05-01 10:44:00,1.349,,,,,1.269,1.289,,,,,,,,,BALLENOIL,P,OM,L-D: 24H,L-D: 24H (D)
BARCELONA,MALGRAT DE MAR,MALGRAT DE MAR,8380,"AVENIDA COSTA BRAVA, 163",D,2.747528,41.656278,2025-05-01 00:00:00,1.459,,,,,1.379,1.469,,,,,,,,,CEPSA,P,OM,L-D: 06:00-22:00,L-D: 06:00-22:00 (A)
BARCELONA,MALGRAT DE MAR,MALGRAT DE MAR,8380,"CARRETERA N-II KM. 674,2",I,2.725528,41.642528,2025-05-01 00:00:00,1.529,,1.629,,,1.449,1.509,,,,,,,,,CEPSA,P,OM,L-D: 06:00-22:00,L-D: 06:00-22:00 (A)
BARCELONA,MALGRAT DE MAR,MALGRAT DE MAR,8380,"CARRETERA N-II KM. 674,2",D,2.725722,41.642111,2025-05-01 00:00:00,1.529,,,1.679,,1.449,1.509,,,,,,,,,CEPSA,P,OM,L-V: 06:00-22:00,L-V: 06:00-22:00 (A)
BARCELONA,MALLA,MALLA,8519,HIPER ESCLAT. CTRA. C-17 km 55,N,2.243583,41.882028,2025-04-29 17:15:00,1.339,,,,,1.239,1.289,,,,,,,,,ESCLATOIL,P,dm,L-D: 24H,L-D: 24H (A)
BARCELONA,MANLLEU,MANLLEU,8560,"CALLE FRANCESC PUGET MONTFORT, 2",N,2.296472,42.004306,2025-04-30 11:00:00,1.289,,,1.579,,1.199,1.289,1.099,,,,,,,,FEIXAS AULET,P,dm,L-D: 24H,L-D: 24H (A)
BARCELONA,MANLLEU,MANLLEU,8560,CARRETERA MANLLEU TORELLO KM. 1,D,2.279722,42.008806,2025-04-29 17:15:00,1.349,,,,,1.249,,,,,,,,,,ESCLATOIL,P,dm,L-D: 24H,L-D: 24H (A)
BARCELONA,MANRESA,MANRESA,8240,"CALLE DE SALLENT, 91",D,1.844472,41.741111,2025-04-30 15:47:00,1.269,,,,,1.179,,,,,,,,,,GM OIL,P,dm,L-D: 24H,L-D: 24H (D)
BARCELONA,MANRESA,MANRESA,8240,"POLIGONO ELS DOLORS CL.SALLENT, 50",N,1.841806,41.737278,2025-04-29 15:00:00,1.266,,,,,1.176,,,,,,,,,,BONAREA,P,dm,L-D: 24H,L-D: 24H (A)
BARCELONA,MANRESA,MANRESA,8240,"CARRETERA C-55 KM. 24,9",D,1.839639,41.694194,2025-05-01 00:00:00,1.515,,1.615,,,1.388,1.512,,,,,,,,,CEPSA,P,OM,L-D: 06:00-22:00,L-D: 06:00-22:00 (A)
BARCELONA,MANRESA,MANRESA,8240,"CARRETERA C-55 KM. 24,9",I,1.838806,41.693833,2025-05-01 00:00:00,1.515,,1.615,1.665,,1.39,1.5,,,,,,,,,CEPSA,P,OM,L-D: 06:00-22:00,L-D: 06:00-22:00 (A)
BARCELONA,MANRESA,MANRESA,8240,"CARRETERA C-37 KM. 95,39",D,1.810333,41.738139,2025-05-01 00:00:00,1.539,,,1.689,,1.419,1.509,,,,,0.999,,,,PETROCAT,P,OM,L-D: 06:00-22:00,L-D: 06:00-22:00 (A)
BARCELONA,MANRESA,MANRESA,8240,"CALLE EDISON, 2",D,1.84575,41.716722,2025-05-01 00:00:00,1.539,,,1.681,,1.399,1.489,,,,,,,,,BP BUFALVENT,P,OM,L-D: 24H,L-D: 24H (A)
BARCELONA,MANRESA,MANRESA,8240,"CALLE CARRETERA DE VIC, 230",D,1.840111,41.733806,2025-04-28 12:33:00,1.489,,,1.639,,1.369,1.459,,,,,,,,,REPSOL,P,dm,L-D: 24H,L-D: 24H (A)
BARCELONA,MANRESA,MANRESA,8240,"CALLE CARRETERA DE VIC, 225",I,1.839917,41.734139,2025-04-28 12:32:00,1.539,,,1.669,,1.419,1.509,,,,,,,,,REPSOL,P,dm,L-D: 24H,L-D: 24H (A)
BARCELONA,MANRESA,MANRESA,8240,"CALLE MURALLA SANT FRANCESC, 54",D,1.820306,41.721778,2025-04-28 09:47:00,1.539,,,1.699,,1.399,1.499,,,,,,,,,REPSOL,P,dm,L-D: 06:00-00:00,L-D: 06:00-00:00 (A)
BARCELONA,MANRESA,MANRESA,8240,"CALLE CTRA DE VIC, 163",D,1.835306,41.731361,2025-04-28 09:47:00,1.519,,,1.649,,1.399,1.499,,,,,,,,,REPSOL,P,dm,L-D: 06:00-22:00,L-D: 06:00-22:00 (A)
BARCELONA,MANRESA,MANRESA,8240,"CALLE AGUSTI COLL, 18",D,1.849,41.724111,2025-04-30 13:01:00,1.349,,,,,1.269,,,,,,,,,,AVIA,P,dm,L-D: 24H,L-D: 24H (A)
BARCELONA,MANRESA,MANRESA,8240,"CARRER DOLORS, 19",N,1.837722,41.735944,2025-04-28 10:44:00,1.319,,,,,1.219,,,,,,,,,,U.S. MANRESA -GAS-OILS ROVIRA-,P,dm,L-D: 24H,L-D: 24H (A)
BARCELONA,MANRESA,MANRESA,8241,"AVENIDA PIRELLI, 29",N,1.811222,41.729389,2025-04-28 11:45:00,1.339,,,1.599,,1.239,1.319,,,,,,,,,PETROSET,P,dm,L-D: 24H,L-D: 24H (A)
BARCELONA,MANRESA,MANRESA,8241,"CARRETERA VIC, CANTONADA C/CASTELLGALÃ KM. 0",D,1.844028,41.736278,2025-04-29 17:15:00,1.329,,,,,1.229,1.279,,,,,,,,,ESCLATOIL,P,dm,L-D: 24H,L-D: 24H (A)
BARCELONA,MARTORELL,MARTORELL,8760,"AVINGUDA COMPTE DEL LLOBREGAT, 35",D,1.915806,41.484889,2025-04-28 11:47:00,1.369,,,,,1.279,1.319,,,,,,,,,PETROLOWCOST SL,P,dm,L-D: 24H,L-D: 24H (A)
BARCELONA,MARTORELL,MARTORELL,8760,"CARRETERA N-2 KM. 593,5",I,1.913083,41.489222,2025-05-01 00:00:00,1.529,,,1.679,,1.439,1.489,,,,,,,,,PETRONOR,P,OM,L-V: 06:00-21:00; S: 08:00-13:00,Sin datos
BARCELONA,MARTORELL,MARTORELL,8760,CARRETERA NACIONAL II KM. 588,N,1.9195,41.482111,2025-04-30 11:02:00,1.379,,,,,1.289,1.329,,,,,,,,,CARREFOUR,P,dm,L-D: 24H,L-D: 24H (A)
BARCELONA,MARTORELL,MARTORELL,8760,"CR N-2, 591,3",D,1.948361,41.464778,2025-05-01 00:00:00,1.564,,1.639,,,1.439,1.548,,,,,1.013,,,,CEPSA,P,OM,L-D: 06:00-22:00,L-D: 06:00-22:00 (A)
BARCELONA,MARTORELL,MARTORELL,8760,"AVENIDA COMTE DE LLOBREGAT, 4",D,1.919778,41.482806,2025-05-01 10:36:00,1.319,,,,,1.229,,,,,,,,,,PETROPRIX,P,dm,L-D: 24H,L-D: 24H (D)
BARCELONA,MARTORELL,MARTORELL,8760,"AVENIDA COMTE LLOBREGAT, 107",D,1.912722,41.491111,2025-04-29 11:53:00,1.319,,,,,1.229,,,,,,,,,,NIEVES,P,dm,L-D: 24H,"L-V: 00:00-13:00 (D), 13:00-20:00 (A), 20:00-23:59 (D); S: 00:00-09:00 (D), 09:00-14:00 (A), 14:00-23:59 (D); D: 24H (D)"
BARCELONA,MARTORELL,MARTORELL,8760,"CL PAU CLARIS, 13",D,1.927778,41.475167,2025-05-01 14:00:00,1.539,,,1.689,,1.429,,,,,,,,,,REPSOL,P,OM,L-D: 24H,L-D: 24H (A)
BARCELONA,MASIES DE VOLTREGÃ (LES),MASIES DE VOLTREGA (LES),8519,CARRETERA TER KM. S/N,N,2.242389,42.004194,2025-05-01 13:15:00,1.444,,,1.604,,1.344,1.394,,,,,,,,,GALP,P,OM,L-D: 06:00-22:00,L-D: 06:00-22:00 (A)
BARCELONA,MASIES DE VOLTREGÃ (LES),MASIES DE VOLTREGA (LES),8509,"CALLE ONZE DE SETEMBRE, 34",D,2.241556,42.010278,2025-04-29 18:44:00,1.309,,,,,1.219,,,,,,,,,,PETROVOLTREGÃ,P,dm,L-D: 24H,L-D: 24H (A)
BARCELONA,MASNOU (EL),MASNOU (EL),8320,"CARRETERA N-II KM. 635,5",I,2.333639,41.482556,2025-05-01 14:00:00,1.579,,,1.729,,1.429,,,,,,,,,,REPSOL,P,OM,L-D: 06:00-22:00,L-D: 06:00-22:00 (A)
BARCELONA,MASNOU (EL),MASNOU (EL),8320,"CARRETERA CRTA.N II, KM 635, POL.IND. VORAMAR KM.",N,2.336639,41.483944,2025-04-30 14:45:00,1.559,,,1.709,,1.399,1.469,,,,,,,,,Q8,P,dm,L-D: 24H,Sin datos
BARCELONA,MASNOU (EL),MASNOU (EL),8320,"AVDA. DEL MARESME, S/N",N,2.331111,41.482806,2025-04-28 07:00:00,1.579,,,1.729,,1.439,1.499,,,,,,,,,MEROIL,P,dm,L-D: 24H,Sin datos
BARCELONA,MASQUEFA,MASQUEFA,8783,"CALLE LAPEDROSA, 20",D,1.825611,41.496417,2025-04-30 13:31:00,1.309,,,1.499,,1.219,1.239,,,,,,,,,PEDROSA CENTER,P,dm,L-D: 24H,L-D: 24H (A)
BARCELONA,MASQUEFA,MASQUEFA,8783,"POLIGONO IND. LA PEDROSA, S/N",N,1.822,41.499528,2025-04-29 15:00:00,1.264,,,,,1.174,,,,,,,,,,BONAREA,P,dm,L-D: 24H,L-D: 24H (A)
BARCELONA,MATARÃ,MATARO,8302,CARRETERA N-2 KM. 644,I,2.428167,41.523194,2025-05-01 14:00:00,1.579,,,1.729,,1.429,,,,,,,,,,REPSOL,P,OM,L-D: 06:00-22:00,L-D: 06:00-22:00 (A)
BARCELONA,MATARÃ,MATARO,8302,"CAMI DE SANT CRIST, 63",D,2.430139,41.530028,2025-04-24 22:50:00,1.483,,,,,1.299,,,,,,,,,,Q8,P,dm,L-D: 24H,L-D: 24H (A)
BARCELONA,MATARÃ,MATARO,8302,"CALLE REAL, 547",I,2.440722,41.534167,2025-05-01 00:00:00,1.519,,,1.669,,1.369,1.479,,,,,,,,,CEPSA,P,OM,L-V: 07:00-21:00; S: 07:00-14:00,L-V: 07:00-21:00 (A); S: 07:00-14:00 (A)
BARCELONA,MATARÃ,MATARO,8302,"AVENIDA MARESME (DEL), 30",D,2.436306,41.529583,2025-04-25 20:45:00,1.498,,,,,1.348,1.439,,,,,,,,,MATARO,P,dm,L-D: 24H,L-D: 24H (A)
BARCELONA,MATARÃ,MATARO,8302,"AVENIDA MARESME, 1",I,2.435889,41.529972,2025-04-25 23:55:00,1.578,,,1.721,,1.428,1.519,,,,,,,,,BP ESTACION SERVICIO MATARO,P,dm,L-D: 24H,L-D: 24H (A)
BARCELONA,MATARÃ,MATARO,8302,"AVENIDA VIA SÃRGIA, 77",D,2.423528,41.530333,2025-04-30 15:38:00,1.329,,,,,1.229,,,,,,,,,,GM OIL,P,dm,L-D: 24H,L-D: 24H (A)
BARCELONA,MATARÃ,MATARO,8301,"CAMI SANT CRIST (DEL), 32",D,2.427194,41.531861,2025-05-01 10:44:00,1.359,,,,,1.269,,,,,,,,,,BALLENOIL,P,OM,L-D: 24H,L-D: 24H (D)
BARCELONA,MATARÃ,MATARO,8301,"CARRETERA C-1415 KM. 1,4",D,2.421222,41.54125,2025-05-01 14:00:00,1.579,,1.629,1.729,,1.439,,,,,,0.989,,,,REPSOL,P,OM,L-D: 06:00-22:00,L-D: 06:00-22:00 (A)
BARCELONA,MATARÃ,MATARO,8301,"CALLE PABLO IGLESIAS, 1",D,2.429111,41.535694,2025-04-28 13:50:00,1.359,,,,,1.269,1.299,,,,,,,,,AUTONETOIL,P,dm,L-D: 24H,"L-M: 00:00-08:00 (D), 08:00-21:00 (A), 21:00-23:59 (D); X: 00:00-09:00 (D), 09:00-14:00 (A), 14:00-16:00 (D), 16:00-21:00 (A), 21:00-23:59 (D); J-S: 00:00-08:00 (D), 08:00-21:00 (A), 21:00-23:59 (D); D: 00:00-09:00 (D), 09:00-14:00 (A), 14:00-23:59 (D)"
BARCELONA,MATARÃ,MATARO,8301,"ALFONSO X EL SABIO, S/N,",D,2.449306,41.545472,2025-04-30 14:45:00,1.399,,,1.519,,1.299,,,,,,,,,,Q8,P,dm,L-D: 24H,Sin datos
BARCELONA,MATARÃ,MATARO,8301,"CALLE TEIXIDORA (DE LA), 37",D,2.427889,41.526222,2025-04-28 10:16:00,1.399,,,,,1.299,,1.059,,,,,,,,SHELL,P,dm,L-D: 24H,L-D: 24H (A)
BARCELONA,MATARÃ,MATARO,8304,RD PAISOS CATALANS 15,N,2.437694,41.553611,2025-05-01 10:44:00,1.359,,,,,1.249,,,,,,,,,,BALLENOIL,P,OM,L-D: 24H,L-D: 24H (D)
BARCELONA,MATARÃ,MATARO,8304,"PG MATA ROCAFONDA C/ENERGIA 2-4, S.",D,2.451639,41.5545,2025-05-01 14:00:00,1.579,,1.629,1.729,,1.439,,,,,,,,,,REPSOL,P,OM,L-D: 24H,L-D: 24H (A)
BARCELONA,MATARÃ,MATARO,8304,"C.C.MATARÃ PARK; CTRA.CIRERA, S/N",N,2.429444,41.553278,2025-04-30 15:00:00,1.359,,,1.519,,1.249,1.379,,,,,,,,,ALCAMPO,P,dm,L-D: 24H,"L-D: 00:00-08:00 (D), 08:00-20:00 (A), 20:00-23:59 (D)"
BARCELONA,MATARÃ,MATARO,8304,"VÃA EUROPA, 220",D,2.432306,41.551167,2025-05-01 14:00:00,1.589,,,1.739,,1.449,,,,,,,,,,REPSOL,P,OM,L-D: 06:00-22:00,L-D: 06:00-22:00 (A)
BARCELONA,MATARÃ,MATARO,8304,"CALLE ENERGIA, 1",N,2.45425,41.550583,2025-05-01 10:36:00,1.359,,,,,1.249,,,,,,,,,,PETROPRIX,P,dm,L-D: 24H,L-D: 24H (D)
BARCELONA,MATARÃ,MATARO,8303,"VÃA SERGIA, 100",N,2.422972,41.532611,2025-05-01 14:11:00,1.499,,1.549,,,1.359,1.409,,,,,,,,,GALP,P,OM,L-D: 06:00-22:00,L-D: 06:00-22:00 (A)
BARCELONA,MOIÃ,MOIA,8180,"POLIGONO RONDE DE LES CONQUES, 17",N,2.108056,41.804056,2025-04-29 12:38:00,1.399,,,1.599,,1.269,1.299,,,,,,,,,SERVIAUTO ECOLOGIC,P,dm,L-D: 24H,L-D: 24H (A)
BARCELONA,MOIÃ,MOIA,8180,"CARRETERA N-141-C KM. 27,3",I,2.102139,41.809306,2025-04-30 05:00:00,1.499,,,1.581,,1.487,1.539,1.548,,,,,,,,CEPSA,P,dm,L-D: 05:00-23:00,L-D: 05:00-23:00 (A)
BARCELONA,MOIÃ,MOIA,8180,CARRETERA DE VIC KM. 27,D,2.106667,41.808722,2025-04-29 15:00:00,1.267,,,,,1.177,,,,,,,,,,BONAREA,P,dm,L-D: 24H,L-D: 24H (A)
BARCELONA,MOIÃ,MOIA,8180,"AVINGUDA ZONA INDUSTRIAL, S/N",N,2.104444,41.808056,2025-04-28 10:40:00,1.319,,,,,1.219,,,,,,,,,,AREA DIESEL,P,dm,L-D: 24H,L-D: 24H (A)
BARCELONA,MOLINS DE REI,MOLINS DE REI,8750,"A-2 km 8,000",N,2.024121,41.391917,2025-05-01 15:00:00,1.549,,1.599,,,1.379,1.429,,,,,0.969,,,,GALP,P,OM,L-D: 24H,"L-D: 00:00-06:00 (D), 06:00-22:00 (A), 22:00-23:59 (D)"
BARCELONA,MOLINS DE REI,MOLINS DE REI,8750,"CALLE AVDA. BARCELONA, 222",N,2.025417,41.404389,2025-05-01 10:00:00,1.379,,,1.622,,1.269,1.383,,,,,0.869,,,,MEROIL,P,OM,L-D: 05:00-23:00,L-D: 05:00-23:00 (A)
